RANDOM,,,,,
Iteration,Approach,Pickup,Transport,Insert,Total
1,1.752,1.27787,1.66783,1.93807,6.63608
2,1.79492,1.31144,1.64392,11.7534,16.504
3,1.81884,1.30058,1.64393,1.92826,6.6919
4,1.74226,1.34118,1.65581,7.6869,12.4264
5,1.78115,1.30217,1.63183,38.7538,43.4692
6,2.35976,1.28759,1.6458,2.52448,7.81785
7,1.7414,1.30419,1.64383,2.27381,6.96351
8,1.79558,1.32389,1.64391,20.9451,25.7087
9,1.88826,1.29122,1.64378,14.0338,18.8574
10,1.71134,1.28813,1.64394,5.87473,10.5184
11,1.80602,1.30141,1.64397,11.9104,16.6621
12,1.8421,1.28961,1.64378,13.7944,18.5701
13,1.71922,1.30423,1.64387,3.5847,8.25231
14,1.7677,1.31578,1.64379,23.5192,28.2468
15,1.98542,1.29013,1.65582,2.20276,7.13441
16,1.76975,1.30172,1.64391,3.49917,8.21483
17,1.75427,1.30514,1.65597,1.90273,6.6184
18,1.76681,1.30456,1.64438,7.426,12.142
19,1.71052,1.28891,1.6439,2.99498,7.63859
20,1.78503,1.31088,1.63139,18.1505,22.8781
21,1.88936,1.33805,1.64398,3.55871,8.43038
22,1.74593,1.30159,1.64378,4.16245,8.85401
23,1.79345,1.30193,1.64398,1.95189,6.69155
24,1.75408,1.31769,1.66776,2.31133,7.05115
25,1.76938,1.30217,1.64377,2.33985,7.05546
26,1.75775,1.30277,1.64284,2.70609,7.40974
27,1.78135,1.30214,1.64388,11.7307,16.4584
28,1.72126,1.30236,1.64413,1.60125,6.26924
29,1.75787,1.30199,1.66779,3.61009,8.33798
30,1.7928,1.29028,1.64385,1.60365,6.33086
31,1.74457,1.29087,1.66791,5.40702,10.1106
32,1.75521,1.3163,1.63184,2.37064,7.07427
33,1.75474,1.30495,1.6319,20.155,24.8468
34,1.7301,1.30535,1.64381,8.05761,12.7372
35,1.8069,1.3125,1.64383,3.97845,8.74197
36,1.78152,1.32601,1.6438,2.70797,7.45959
37,1.7419,1.30552,1.64386,5.80239,10.4939
38,1.76951,1.30194,1.63194,7.62592,12.3296
39,1.83328,1.31017,1.64383,4.11082,8.8984
40,1.74702,1.31261,1.64377,3.66735,8.37104
41,1.75447,1.30515,1.66769,16.8059,21.5335
42,1.89127,1.2758,1.64385,7.78319,12.5944
43,1.72147,1.30198,1.65575,27.1742,31.8536
44,1.85678,1.29822,1.6438,11.5618,16.3609
45,1.81448,1.30516,1.64384,1.92676,6.69052
46,1.75662,1.29008,1.66739,6.45126,11.1656
47,1.80765,1.2981,1.63186,5.45387,10.1918
48,1.80906,1.28647,1.64373,4.99962,9.73916
49,1.77179,1.3001,1.64344,13.1592,17.8748
50,1.79579,1.2997,1.64397,18.4742,23.2139
51,1.85419,1.30135,1.64391,4.18259,8.98236
52,1.76967,1.30181,1.64387,10.2311,14.9468
53,1.78063,1.30282,1.63189,1.94003,6.65569
54,1.75401,1.3294,1.64383,3.45154,8.17908
55,1.74559,1.30188,1.64396,2.29894,6.99067
56,1.79599,1.28757,1.63176,3.64551,8.36112
57,1.76647,1.29297,1.64501,23.9858,28.6905
58,1.67644,1.29916,1.65583,15.7738,20.4055
59,1.81861,1.28796,1.63196,1.87881,6.61762
60,1.754,1.30553,1.64379,3.16642,7.87003
,,,,,12.74701283
