Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
14.846, -2, -1, 392.785, 344.234, 297, 180, 0, 0, 1, 58.859, 169, 442.787, 284.234, 297, -180, 5.86839e-05, 0.000197013
106.413, -2, -2, 433.613, -112.972, 297, 180, 0, 0, 1, 57.1407, 167, 463.615, -172.972, 297, -180, 5.86829e-05, 0.00019701
Bisect
74.087, -1, -1, 442.787, 284.234, 297, 180, 0, 0, 1, 25.5331, 206, 456.742, 261.974, 297, -180, 5.86827e-05, 0.000197011
163.932, -1, -2, 463.615, -172.972, 297, 180, 0, 0, 1, 22.1352, 173, 465.373, -196.222, 297, -180, 5.86829e-05, 0.00019701
Fine Spiral Search
188.602, 0, 0, 405.951, 261.017, 297, 180, 0, 0, 1, 26.4726, 483, 402.288, 266.109, 297, -180, 5.86869e-05, 0.00019702
220.055, 0, 1, 410.919, -192.086, 297, -180, 5.86869e-05, 0.00019702, 1, 8.58697, 157, 407.919, -193.586, 297, -180, 5.86736e-05, 0.000197022
233.599, 1, 0, 402.288, 266.109, 297, -180, 5.86869e-05, 0.00019702, 1, 0.000262909, 1, 402.289, 266.109, 297, -180, 5.86683e-05, 0.000197013
238.477, 1, 1, 407.919, -193.586, 297, -180, 5.86736e-05, 0.000197022, 1, 8.75964, 161, 406.027, -192.289, 297, -180, 5.86666e-05, 0.000197018
