Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
20.021, -2, -1, 440.875, 272.486, 297, 180, 0, 0, 1, 3.45022, 13, 460.91, 282.609, 297.039, -179.993, -0.0155638, 0.00963372
55.138, -2, -2, 444.8, -185.633, 297, 180, 0, 0, 1, 9.03483, 31, 474.734, -165.715, 296.938, -179.998, 0.0230447, 0.0107129
Bisect
23.842, -1, -1, 460.91, 282.609, 297, 180, 0, 0, 1, 23.6999, 197, 469.327, 303.746, 296.993, 179.996, -0.0101404, 0.00486366
64.535, -1, -2, 474.734, -165.715, 297, 180, 0, 0, 1, 26.1449, 216, 480.007, -154.453, 296.955, -180, 0.0260082, 0.00526625
Fine Spiral Search
93.225, 0, 0, 418.541, 302.562, 297, 180, 0, 0, 1, 30.9474, 579, 413.031, 308.303, 297.006, -179.994, 0.00301277, 0.00552819
129.143, 0, 1, 423.712, -149.896, 297.006, -179.994, 0.00301277, 0.00552819, 1, 8.23466, 155, 420.602, -150.513, 296.997, 179.999, 0.0137827, 0.00280453
142.249, 1, 0, 413.031, 308.303, 297.006, -179.994, 0.00301277, 0.00552819, 1, 2.56593e-05, 1, 413.079, 308.39, 297.046, -179.984, -0.0124913, 0.00540705
147.106, 1, 1, 420.602, -150.513, 296.997, 179.999, 0.0137827, 0.00280453, 1, 0.105575, 3, 420.55, -150.484, 297.022, -179.996, 0.020089, -0.00326394
