Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
20.338, -2, -1, 463.73, 326.333, 297, 180, 0, 0, 1, 1.1123, 5, 463.779, 336.406, 297.094, -179.988, -0.0202241, 0.00854117
Bisect
21.826, -1, -1, 463.779, 336.406, 297, 180, 0, 0, 1, 27.6544, 227, 445.805, 341.837, 297.061, -179.989, -0.0186256, 0.00368482
56.757, -1, -2, 475.65, -131.648, 297, 180, 0, 0, 1, 25.3342, 206, 471.673, -117.407, 297.047, 179.999, -0.00283866, -0.00239061
Fine Spiral Search
84.858, 0, 0, 395.085, 338.98, 297, 180, 0, 0, 1, 62.6516, 1151, 391.673, 344.082, 296.957, 179.989, -0.00232281, -0.00430392
152.377, 0, 1, 417.542, -115.161, 296.957, 179.989, -0.00232281, -0.00430392, 1, 22.7031, 415, 412.442, -116.217, 296.959, 179.998, 0.0179054, -0.00225341
179.951, 1, 0, 391.673, 344.082, 296.957, 179.989, -0.00232281, -0.00430392, 1, 2.36855e-05, 1, 391.669, 344.219, 297.008, 179.996, -0.0183215, 0.00178125
184.916, 1, 1, 412.442, -116.217, 296.959, 179.998, 0.0179054, -0.00225341, 1, 2.13169e-05, 1, 412.363, -116.299, 296.892, -179.996, 0.0319446, -0.0132175
