Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
13.068, -2, -1, 437.2, 175.785, 297, 180, 0, 0, 1, 1.12476, 5, 437.201, 185.785, 297, -180, 5.86765e-05, 0.000197025
44.714, -2, -2, 431.057, -282.931, 297, 180, 0, 0, 1, 3.77303, 13, 451.058, -272.929, 297, -180, 5.86811e-05, 0.000197017
Bisect
14.575, -1, -1, 437.201, 185.785, 297, 180, 0, 0, 1, 22.5495, 183, 455.212, 196.785, 297, -180, 5.86765e-05, 0.000197025
48.854, -1, -2, 451.058, -272.929, 297, 180, 0, 0, 1, 22.7289, 181, 450.482, -260.429, 297, -180, 5.86811e-05, 0.000197017
Fine Spiral Search
74.133, 0, 0, 404.415, 197.31, 297, 180, 0, 0, 1, 1.90964, 37, 404.42, 198.775, 297, -180, 5.86848e-05, 0.000197019
81.019, 0, 1, 399.69, -258.439, 297, -180, 5.86848e-05, 0.000197019, 1, 7.5004e-05, 1, 399.69, -258.439, 297, -180, 5.86766e-05, 0.00019704
85.993, 1, 0, 404.42, 198.775, 297, -180, 5.86848e-05, 0.000197019, 1, 0.000129875, 1, 404.42, 198.774, 297, -180, 5.86808e-05, 0.000197012
90.971, 1, 1, 399.69, -258.439, 297, -180, 5.86766e-05, 0.00019704, 1, 0.103968, 3, 399.69, -258.435, 297, -180, 5.86747e-05, 0.000197022
