Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
12.95, -2, -1, 431.927, 181.582, 297, 180, 0, 0, 1, 0.562916, 3, 441.928, 181.583, 297, -180, 5.86727e-05, 0.000197013
42.553, -2, -2, 426.585, -277.144, 297, 180, 0, 0, 1, 3.7642, 13, 446.585, -267.143, 297, -180, 5.86799e-05, 0.000197012
Bisect
13.897, -1, -1, 441.928, 181.583, 297, 180, 0, 0, 1, 21.0628, 168, 453.192, 198.855, 297, -180, 5.86839e-05, 0.000197017
46.687, -1, -2, 446.585, -267.143, 297, 180, 0, 0, 1, 23.3932, 189, 454.669, -258.632, 297, -180, 5.86799e-05, 0.000197012
Fine Spiral Search
72.636, 0, 0, 402.393, 198.691, 297, 180, 0, 0, 1, 25.8954, 473, 403.913, 200.148, 297, -180, 5.86748e-05, 0.00019702
103.4, 0, 1, 405.39, -257.339, 297, -180, 5.86748e-05, 0.00019702, 1, 1.33327, 25, 404.896, -254.667, 297, -180, 5.86789e-05, 0.000197018
109.505, 1, 0, 403.913, 200.148, 297, -180, 5.86748e-05, 0.00019702, 1, 0.000106585, 1, 403.914, 200.149, 297, -180, 5.86797e-05, 0.000197011
114.465, 1, 1, 404.896, -254.667, 297, -180, 5.86789e-05, 0.000197018, 1, 0.000148429, 1, 404.896, -254.666, 297, -180, 5.86827e-05, 0.000197008
