Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
12.803, -2, -1, 415.393, 197.976, 297, 180, 0, 0, 1, 8.21097e-05, 1, 415.393, 197.975, 297, -180, 5.8683e-05, 0.00019702
42.808, -2, -2, 409.25, -260.74, 297, 180, 0, 0, 1, 0.558797, 3, 419.249, -260.74, 297, -180, 5.8682e-05, 0.000197026
Bisect
13.159, -1, -1, 415.393, 197.975, 297, 180, 0, 0, 1, 22.059, 178, 429.658, 211.739, 297, -180, 5.8681e-05, 0.000197026
43.748, -1, -2, 419.249, -260.74, 297, 180, 0, 0, 1, 21.6216, 174, 426.923, -245.282, 297, -180, 5.8682e-05, 0.000197026
Fine Spiral Search
67.928, 0, 0, 378.859, 212.043, 297, 180, 0, 0, 1, 1.72525, 33, 380.371, 212.932, 297, -180, 5.8684e-05, 0.000197017
74.64, 0, 1, 377.636, -244.089, 297, -180, 5.8684e-05, 0.000197017, 1, 0.115628, 3, 377.646, -244.089, 297, -180, 5.86924e-05, 0.000197013
79.62, 1, 0, 380.371, 212.932, 297, -180, 5.8684e-05, 0.000197017, 1, 0.000602401, 1, 380.371, 212.932, 297, -180, 5.86935e-05, 0.000197041
84.58, 1, 1, 377.646, -244.089, 297, -180, 5.86924e-05, 0.000197013, 1, 9.6321e-05, 1, 377.646, -244.089, 297, -180, 5.86936e-05, 0.000197043
