Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
12.404, -2, -1, 437.174, 172.785, 297, 180, 0, 0, 1, 1.11468, 5, 437.174, 182.784, 297, -180, 5.86744e-05, 0.000197021
43.989, -2, -2, 431.031, -285.931, 297, 180, 0, 0, 1, 1.2209, 5, 431.032, -275.932, 297, -180, 5.86869e-05, 0.000197029
Bisect
13.889, -1, -1, 437.174, 182.784, 297, 180, 0, 0, 1, 22.5116, 181, 451.902, 194.701, 297, -180, 5.86744e-05, 0.000197021
45.573, -1, -2, 431.032, -275.932, 297, 180, 0, 0, 1, 22.3334, 183, 447.282, -262.931, 297, -180, 5.86869e-05, 0.000197028
Fine Spiral Search
70.463, 0, 0, 401.104, 195.213, 297, 180, 0, 0, 1, 10.5988, 193, 400.577, 195.952, 297, -180, 5.86748e-05, 0.000197016
85.918, 0, 1, 395.958, -261.679, 297, -180, 5.86748e-05, 0.000197016, 1, 1.51995, 25, 395.754, -257.86, 297, -180, 5.86664e-05, 0.00019702
92.202, 1, 0, 400.577, 195.952, 297, -180, 5.86748e-05, 0.000197016, 1, 0.000100663, 1, 400.577, 195.953, 297, -180, 5.86768e-05, 0.000197027
97.084, 1, 1, 395.754, -257.86, 297, -180, 5.86664e-05, 0.00019702, 1, 0.00010619, 1, 395.758, -257.462, 297, -180, 5.86767e-05, 0.00019704
