Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
12.965, -2, -1, 384.11, 242.217, 297, 180, 0, 0, 1, 10.1224, 31, 414.11, 262.219, 297, -180, 5.86859e-05, 0.000197011
55.934, -2, -2, 386.201, -215.817, 297, 180, 0, 0, 1, 10.2097, 33, 406.202, -185.817, 297, -180, 5.86828e-05, 0.000197018
Bisect
23.452, -1, -1, 414.11, 262.219, 297, 180, 0, 0, 1, 24.6469, 199, 414.151, 283.968, 297, -180, 5.86859e-05, 0.000197011
66.502, -1, -2, 406.202, -185.817, 297, 180, 0, 0, 1, 25.1797, 206, 423.452, -174.079, 297, -180, 5.86869e-05, 0.000197017
Fine Spiral Search
94.265, 0, 0, 363.361, 282.937, 297, 180, 0, 0, 1, 79.7327, 1441, 357.26, 287.762, 297, -180, 5.86748e-05, 0.00019702
178.868, 0, 1, 366.561, -170.286, 297, -180, 5.86748e-05, 0.00019702, 1, 8.78507, 159, 363.561, -172.784, 297, -180, 5.86748e-05, 0.00019702
192.627, 1, 0, 357.26, 287.762, 297, -180, 5.86748e-05, 0.00019702, 1, 0.000319359, 1, 357.265, 287.408, 297, -180, 5.86872e-05, 0.000197021
197.501, 1, 1, 363.561, -172.784, 297, -180, 5.86748e-05, 0.00019702, 1, 0.10434, 3, 363.561, -172.783, 297, -180, 5.86827e-05, 0.000197001
