Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
18.94, -2, -1, 410.541, 199.663, 297, 180, 0, 0, 1, 0.6566, 3, 420.54, 199.663, 297, -180, 5.86736e-05, 0.000197015
51.018, -2, -2, 398.947, -258.751, 297, 180, 0, 0, 1, 3.20988, 11, 418.949, -268.755, 297, -180, 5.8677e-05, 0.000197024
Bisect
19.967, -1, -1, 420.54, 199.663, 297, 180, 0, 0, 1, 23.7359, 194, 441.618, 198.665, 297, -180, 5.86736e-05, 0.000197015
54.589, -1, -2, 418.949, -268.755, 297, 180, 0, 0, 1, 23.4951, 192, 437.702, -257.764, 297, -180, 5.8677e-05, 0.000197024
Fine Spiral Search
80.682, 0, 0, 390.82, 199.101, 297, 180, 0, 0, 1, 3.39495, 63, 391.415, 200.148, 297, -180, 5.8679e-05, 0.000197019
88.972, 0, 1, 387.499, -256.281, 297, -180, 5.8679e-05, 0.000197019, 1, 0.000124744, 1, 387.499, -256.281, 297, -180, 5.86747e-05, 0.000197028
93.887, 1, 0, 391.415, 200.148, 297, -180, 5.8679e-05, 0.000197019, 1, 7.6583e-05, 1, 391.415, 200.148, 297, -180, 5.86641e-05, 0.000197024
98.945, 1, 1, 387.499, -256.281, 297, -180, 5.86747e-05, 0.000197028, 1, 8.6452e-05, 1, 387.499, -256.28, 297, -180, 5.86662e-05, 0.000197033
