Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
18.585, -2, -1, 418.875, 179.906, 297, 180, 0, 0, 1, 9.66289, 33, 438.871, 209.976, 296.907, 179.998, 0.0147175, 0.00129838
58.473, -2, -2, 403.281, -278.389, 297, 180, 0, 0, 1, 9.40343, 33, 423.259, -248.371, 296.937, -179.987, 0.00431353, 0.0109331
Bisect
28.621, -1, -1, 438.871, 209.976, 297, 180, 0, 0, 1, 22.0613, 177, 437.837, 224.276, 296.933, 179.998, 0.0127148, 0.00611396
68.244, -1, -2, 423.259, -248.371, 297, 180, 0, 0, 1, 22.1414, 181, 435.007, -232.619, 297.044, 179.996, 0.0020794, 0.00267709
Fine Spiral Search
92.932, 0, 0, 387.038, 224.591, 297, 180, 0, 0, 1, 2.52645e-05, 1, 386.931, 224.746, 297.002, 179.994, 0.0151727, -0.000550562
97.897, 0, 1, 384.102, -232.15, 297.002, 179.994, 0.0151727, -0.000550562, 1, 6.0398e-05, 1, 384.041, -232.147, 296.957, -179.989, 0.0253737, -0.0143637
102.753, 1, 0, 386.931, 224.746, 297.002, 179.994, 0.0151727, -0.000550562, 1, 35.841, 665, 387.972, 224.683, 297.029, -179.992, 0.00128323, -0.0219647
143.374, 1, 1, 384.041, -232.147, 296.957, -179.989, 0.0253737, -0.0143637, 1, 2.52645e-05, 1, 383.963, -232.178, 296.927, -179.98, 0.0384533, -0.0238583
