Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
20.392, -2, -1, 483.667, 317.559, 297, 180, 0, 0, 1, 1.77132, 7, 473.667, 317.559, 297, -180, 5.86872e-05, 0.00019702
Bisect
22.534, -1, -1, 473.667, 317.559, 297, 180, 0, 0, 1, 27.9947, 230, 454.895, 320.061, 297, -180, 5.8681e-05, 0.000197015
58.023, -1, -2, 489.99, -140.533, 297, 180, 0, 0, 1, 27.5688, 224, 469.24, -139.787, 297, -180, 5.86785e-05, 0.000197011
Fine Spiral Search
88.336, 0, 0, 404.119, 318.476, 297, 180, 0, 0, 1, 55.3878, 1019, 400.689, 323.045, 297, -180, 5.86707e-05, 0.000197024
148.589, 0, 1, 415.035, -136.802, 297, -180, 5.86707e-05, 0.000197024, 1, 10.9095, 203, 411.534, -135.802, 297, -180, 5.86757e-05, 0.000197018
164.468, 1, 0, 400.689, 323.045, 297, -180, 5.86707e-05, 0.000197024, 1, 8.09254e-05, 1, 400.689, 323.045, 297, -180, 5.86727e-05, 0.000197025
169.447, 1, 1, 411.534, -135.802, 297, -180, 5.86757e-05, 0.000197018, 1, 8.01359e-05, 1, 411.534, -135.801, 297, -180, 5.86869e-05, 0.000197006
