1,28.25,,,,0,3.341093458
1,59.35,,,,0,4.083452121
1,28.95,,,,0,3.365570204
1,28.75,,,,0,3.358637767
1,29.45,,,,0,3.38269391
1,29.1,,,,0,3.370738174
1,49,,,,0,3.891820298
1,38.6,,,,0,3.653252276
1,79.35,,,,0,4.373868447
1,28.65,,,,0,3.355153443
1,28.4,,,,0,3.346389145
1,29.55,,,,0,3.386083744
1,28.55,,,,0,3.351656936
1,28.3,,,,0,3.342861805
1,28.45,,,,0,3.348148161
1,39.05,,,,0,3.664842876
1,39.4,,,,0,3.673765816
1,28.8,,,,0,3.360375387
1,58.25,,,,0,4.064744092
1,69,,,,0,4.234106505
2,28.3,,,,0.693147181,3.342861805
2,49.3,,,,0.693147181,3.897924081
2,28.8,,,,0.693147181,3.360375387
2,28.75,,,,0.693147181,3.358637767
2,39.45,,,,0.693147181,3.675034047
2,48.8,,,,0.693147181,3.887730313
2,18.65,,,,0.693147181,2.925846146
2,29.201,,,,0.693147181,3.374202955
2,29.25,,,,0.693147181,3.375879574
2,28.55,,,,0.693147181,3.351656936
2,38.8,,,,0.693147181,3.658420247
2,49.55,,,,0.693147181,3.902982261
2,29,,,,0.693147181,3.36729583
2,28.9,,,,0.693147181,3.363841595
2,28.75,,,,0.693147181,3.358637767
2,28.7,,,,0.693147181,3.356897123
2,28.75,,,,0.693147181,3.358637767
2,28.65,,,,0.693147181,3.355153443
2,28.75,,,,0.693147181,3.358637767
2,28.5,,,,0.693147181,3.349904087
3,28.3,,,,1.098612289,3.342861805
3,29,,,,1.098612289,3.36729583
3,28.45,,,,1.098612289,3.348148161
3,29.15,,,,1.098612289,3.372454913
3,28.55,,,,1.098612289,3.351656936
3,28.65,,,,1.098612289,3.355153443
3,29.6,,,,1.098612289,3.387774361
3,28.8,,,,1.098612289,3.360375387
3,19.044,,,,1.098612289,2.946752091
3,38.85,,,,1.098612289,3.659708077
3,29.8,,,,1.098612289,3.394508394
3,28.3,,,,1.098612289,3.342861805
3,18.8,,,,1.098612289,2.93385687
3,29.15,,,,1.098612289,3.372454913
3,29.35,,,,1.098612289,3.379292546
3,28.25,,,,1.098612289,3.341093458
3,28.6,,,,1.098612289,3.353406718
3,28.6,,,,1.098612289,3.353406718
3,28.35,,,,1.098612289,3.34462703
3,28.6,,,,1.098612289,3.353406718
4,101.95,,,,1.386294361,4.624482497
4,28.9,,,,1.386294361,3.363841595
4,39.65,,,,1.386294361,3.680090948
4,39.8,,,,1.386294361,3.683866912
4,28.3,,,,1.386294361,3.342861805
4,28.6,,,,1.386294361,3.353406718
4,18.1,,,,1.386294361,2.895911938
4,28.95,,,,1.386294361,3.365570204
4,28.85,,,,1.386294361,3.362109993
4,29.15,,,,1.386294361,3.372454913
4,28.95,,,,1.386294361,3.365570204
4,28.85,,,,1.386294361,3.362109993
4,29.1,,,,1.386294361,3.370738174
4,28.85,,,,1.386294361,3.362109993
4,28.85,,,,1.386294361,3.362109993
4,29.05,,,,1.386294361,3.369018483
4,18.801,,,,1.386294361,2.93391006
4,28.6,,,,1.386294361,3.353406718
4,92.1,,,,1.386294361,4.522874943
4,28.55,,,,1.386294361,3.351656936
5,91.95,,,,1.609437912,4.521244951
5,49.6,,,,1.609437912,3.903990834
5,29.1,,,,1.609437912,3.370738174
5,28.6,,,,1.609437912,3.353406718
5,29.05,,,,1.609437912,3.369018483
5,28.55,,,,1.609437912,3.351656936
5,28.15,,,,1.609437912,3.337547355
5,28,,,,1.609437912,3.33220451
5,39.1,,,,1.609437912,3.666122467
5,28.75,,,,1.609437912,3.358637767
5,18.65,,,,1.609437912,2.925846146
5,28.3,,,,1.609437912,3.342861805
5,28.5,,,,1.609437912,3.349904087
5,91.7,,,,1.609437912,4.518522379
5,28.4,,,,1.609437912,3.346389145
5,18.7,,,,1.609437912,2.928523524
5,28.65,,,,1.609437912,3.355153443
5,18.4,,,,1.609437912,2.912350665
5,28.4,,,,1.609437912,3.346389145
5,18.55,,,,1.609437912,2.920469789
6,18.25,,,,1.791759469,2.90416508
6,28.55,,,,1.791759469,3.351656936
6,28.95,,,,1.791759469,3.365570204
6,28.5,,,,1.791759469,3.349904087
6,28.55,,,,1.791759469,3.351656936
6,39.25,,,,1.791759469,3.669951444
6,18.001,,,,1.791759469,2.890427312
6,18.1,,,,1.791759469,2.895911938
6,18.1,,,,1.791759469,2.895911938
6,28.65,,,,1.791759469,3.355153443
6,38.8,,,,1.791759469,3.658420247
6,91.2,,,,1.791759469,4.513054897
6,19,,,,1.791759469,2.944438979
6,18.35,,,,1.791759469,2.909629575
6,28.9,,,,1.791759469,3.363841595
6,28.75,,,,1.791759469,3.358637767
6,39.4,,,,1.791759469,3.673765816
6,18.75,,,,1.791759469,2.931193752
6,28.9,,,,1.791759469,3.363841595
6,102.25,,,,1.791759469,4.627420795
7,17.5,,,,1.945910149,2.862200881
7,18.6,,,,1.945910149,2.923161581
7,28.6,,,,1.945910149,3.353406718
