33
-18.7979 -328.955 335.134 118.153 -30.4928 -45.0036 155.839 1.754 -78.32 -87.209 -94.622 34.105 -50.604 44 -6.27744e+066 -6.27744e+066
122.709 -217.727 605.554 108.735 34.8511 -57.4715 117.031 63.199 -66.157 -105.541 -94.801 34.108 -50.604 44 -6.27744e+066 -6.27744e+066
480.377 -478.007 615.396 -43.31 73.018 -162.462 129.658 81.343 -41.979 -118.907 -144.858 43.128 -50.604 44 -6.27744e+066 -6.27744e+066
401.168 -513.829 285.23 149.752 45.3829 -30.9386 117.208 130.037 -45.404 -99.828 -38.916 39.063 -50.604 44 -6.27744e+066 -6.27744e+066
754.335 -588.864 315.661 147.504 -20.7423 -22.3836 117.089 115.368 -15.77 -99.489 4.93 17 -50.605 36 -6.27744e+066 -6.27744e+066
754.347 -588.891 315.674 147.495 -20.757 -22.3967 115.854 58.003 -15.381 -120.192 4.911 6.893 -50.605 36 -6.27744e+066 -6.27744e+066
854.191 289.046 926.773 25.8347 6.34386 -1.86072 81.25 9.587 24.538 -81.772 -32.431 28.289 -50.603 44 -6.27744e+066 -6.27744e+066
684.852 25.9198 798.353 55.9787 -2.40246 -14.6256 81.016 5.883 14.322 -116.85 -32.432 28.28 -50.603 44 -6.27744e+066 -6.27744e+066
266.411 116.998 702.161 64.8872 -57.1143 -24.5139 82.202 10.851 -39.814 -110.147 -28.849 28.278 -50.603 44 -6.27744e+066 -6.27744e+066
154.623 455.073 328.306 149.018 -29.8963 -143.576 83.975 43.465 -111.644 -93.463 -39.65 28.274 -50.603 44 -6.27744e+066 -6.27744e+066
-11.6352 315.647 82.025 171.27 -34.6044 -143.381 115.777 16.314 -125.637 -76.565 -39.649 28.275 -50.604 44 -6.27744e+066 -6.27744e+066
170.204 566.627 281.851 -1.50901 -68.4363 -54.2301 88.245 7.638 -115.735 -94.869 -29.906 -74.113 -50.604 60 -6.27744e+066 -6.27744e+066
567.765 738.584 295.181 37.0981 -58.9825 -124.775 59.538 18.856 -130.745 -90.731 -29.929 -74.114 -50.604 60 -6.27744e+066 -6.27744e+066
101.923 15.1497 445.932 41.2323 -3.83445 -13.3277 121.173 24.633 -117.743 -103.296 -94.068 -87.835 -50.604 60 -6.27744e+066 -6.27744e+066
300.401 60.058 656.299 23.2429 20.705 -11.5721 97.23 23.833 -78.506 -115.981 -94.142 -87.834 -50.604 60 -6.27744e+066 -6.27744e+066
23.9913 216.417 161.054 139.944 27.1487 -78.8843 110.92 17.125 -107.418 -106.369 -128.554 45.826 -50.604 44 -6.27744e+066 -6.27744e+066
179.381 374.765 592.291 -55.3226 66.0296 67.5059 123.105 86.414 -153.934 -113.172 -148.478 45.826 -50.604 44 -6.27744e+066 -6.27744e+066
179.294 374.688 592.321 -55.3508 65.9806 67.5357 131.195 31.998 -151.829 -83.041 -170.16 41.609 -50.604 44 -6.27744e+066 -6.27744e+066
-118.197 -1.53714 188.512 138.747 -35.3734 -89.9345 -163.624 32.512 -38.569 81.781 108.515 -52.538 27.467 17 -6.27744e+066 -6.27744e+066
119.05 -437.297 473.796 27.6183 -48.0381 44.0748 -121.297 42.348 -38.495 93.084 165.548 -99.772 27.467 17 -6.27744e+066 -6.27744e+066
76.7055 -380.727 143.608 133.205 -2.44432 -69.029 -97.576 19.559 -65.166 98.007 120.102 -30.363 27.468 17 -6.27744e+066 -6.27744e+066
110.935 322.827 489.685 7.45671 29.0956 129.848 -156.658 -12.313 -99.531 101.027 93.148 49.51 27.466 3 -6.27744e+066 -6.27744e+066
110.96 322.838 489.673 7.46092 29.0881 129.835 79.114 -574.953 323.404 164.131 -44.188 -0.682 6 17 -6.27744e+066 -6.27744e+066
1035.91 -654.692 439.131 -118.803 -6.97158 -152.914 -55.595 53.957 2.141 69.536 -42.693 -19.386 -50.603 57 -6.27744e+066 -6.27744e+066
686.633 -422.454 270.372 -179.762 -45.9662 -155.83 -59.042 66.754 -1.677 112.809 -52.631 -64.012 -50.603 57 -6.27744e+066 -6.27744e+066
367.577 -491.145 179.563 -179.852 -0.00674287 113.348 -114.021 50.185 -2.386 89 2.807 -51.858 -50.603 49 -6.27744e+066 -6.27744e+066
556.685 -386.801 643.864 -137.636 31.0193 142.301 -103.02 110.464 3.602 99.057 2.823 -51.833 -50.603 49 -6.27744e+066 -6.27744e+066
1052.07 -100.675 563.228 70.8852 36.1884 143.028 -94.529 30.641 94.171 102.031 50.415 -60.242 -50.603 49 -6.27744e+066 -6.27744e+066
1114.31 -149.109 139.914 170.447 5.54821 -150.489 -33.1 46.866 16.223 93.248 -0.267 -49.346 -50.603 57 -6.27744e+066 -6.27744e+066
977.6 -394.081 345.356 166.854 -82.0765 -113.05 -12.044 48.938 -20.481 92.573 -67.722 -84.245 -50.603 57 -6.27744e+066 -6.27744e+066
1016.22 281.848 426.312 -158.805 -45.2988 -63.1098 35.51 75.815 20.175 99.641 -56.044 -77.729 -50.603 56 -6.27744e+066 -6.27744e+066
1031.9 562.55 261.604 -126.332 55.573 -59.5099 23.104 45.285 35.498 100.978 -5.97 26.823 -50.604 40 -6.27744e+066 -6.27744e+066
488.092 676.535 261.699 -117.961 67.6034 4.83722 51.161 29.22 58.654 102.963 -27.32 26.695 -50.604 40 -6.27744e+066 -6.27744e+066
